Title,Description,DA - Manuel Collab Brand,Post Type,Post Url,Scrappé - SN Brand,Scrappé - SN Has Paid Placement,DA - Key Account,DA - LookUp - Social Network,Problème (from Data Admin - Brand),Category (from Data Admin - Brand),Manuel - Annotation Checked,Script - Annotation Checked,Manuel - Collab Commerciale,Script - Collab Commerciale,Manuel - Autres marques,Script - Autres marques,Chosen Post
No title,🎀❄️,,GraphSidecar,instagram.com/p/DFlBEGcsMkp/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,WEEK END BIRTHDAY 🥰🎿 @maissane.agl,,GraphSidecar,instagram.com/p/DFidCKCM-tr/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,Birthday party’s by @provenceevenements @les_gourmandises_de_jo 🎂 #collaborationcommerciale,provenceevenements,GraphSidecar,instagram.com/p/DFQgSZNsZ3E/,,false,carlamoreau_____,instagram,,Divertissement,false,,None,None,,,false
No title,"Alors vous aimez ma sélection pour cet hiver ? ❄️ 

C’est toujours les soldes chez @sheinfrance_ , il y a jusqu’à -70% de remises sur tout le site, c’est exceptionnel 😱

Foncez vite faire votre shopping en profitant de -15% supplémentaires dès 29€ d’achat ou -20% dès 69€ d’achat avec mon code « SHCARLA » et en tapant en barre de recherche le code SWBJ6 vous trouverez encore plus de promotions 😍

Bon shopping à tous ❤️

@sheinofficial 
#SHEINsoldesdhiver2025

Collaboration commerciale rémunéré",SHEIN,GraphVideo,instagram.com/p/DFOARDKMrfg/,,false,carlamoreau_____,instagram,"Fast fashion,Pollution,Travail des enfants,Travail forcé",Fast fashion,false,,None,None,,,false
No title,No caption,,GraphSidecar,instagram.com/p/DE-aBI7MdHA/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,"« Il y a un chat mort par terre ! » 🤣
Quand @carlamoreau_____ accepte de sacrifier sa perruque afin d’obtenir un indice, c’est à mourir de rire 🐭😂
 
🔴 #TheCerveau, disponible en avant-première sur M6+ avec l’option M6+MAX",,GraphVideo,instagram.com/p/DE1rgzzsqfK/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,MEGEVE NOUS VA BIEN POUR 2025 ✨🥰,,GraphSidecar,instagram.com/p/DEVMDu5sHm-/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,"@chanelofficial Spring Summer show 😳Je ne m’en remets toujours pas. @matthieu_blazy m’a éblouie ! Le style avant la mode c’est tout lui🤌🏻Heureuse et reconnaissante d’avoir fait partie de ce tournant dans l’histoire de la Maison Chanel, il transforme tout ce qu’il touche en art moderne ! Je suis conquise 👏🏻
Et peut-on parler de ces décors très immersifs en clin d’œil à Gabrielle Chanel qui aimait tant le ciel et la lune ? Je me croyais dans les étoiles, on planait avec les planètes qui se reflétaient sur le sol. MAGNIFIQUE ! 

ps : Un énorme merci aux conseillères et stylistes de la boutique 19 rue Cambon pour ces essayages express à mon retour de NY (avec le sourire en bonus 🥰). 

Invitation*

#CHANELSpringSummer #CHANELShow #pfw #CHANEL #CHANELSpringSummer2026

📹 @timothemw 
Look @chanelofficial 
Hair @clotildehairstylist @ghdfrance",CHANEL,GraphVideo,instagram.com/p/DPhJdYZiG2n/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"J’apprends le français à ma copine @badgalriri 🇫🇷🥐 j’aurais jamais imaginé dire ça un jour🫣 ! Vous lui mettez quelle note ? C’est un amour de femme, je l’aime beaucoup trop ! 

Merci à la team @fentybeauty pour ce Pinch me moment avec mention spéciale pour ma @honora_bes 🫶🏼c’est bon ta photo nulle prise à LA est oubliée 😭😂😂😂 (ceux qui ont vu mon vlog ont la réf)

Hair @ghdfrance @alexis.parente 

#fentybeauty #fentybeautyavenue",FENTY,GraphVideo,instagram.com/p/DIWgkj9IMxa/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Collaboration commerciale 
Quand Riri m’a dit que je sentais bon, je lui ai répondu que c’était IMPADIA de @bdkparfumsparis 🥰🌸

Je le qualifierais de sillage lumineux, charnel et élégant ! L’éclat vif de la bergamote et de la mandarine italienne s’enlace à la douceur juteuse d’une poire fondante. En cœur, un bouquet somptueux de roses bulgares et turques, rehaussé par la sensualité solaire de la fleur d’oranger du Maroc, déploie une féminité vibrante. En fond, de la profondeur boisée et du santal s’adoucissent d’un absolu de vanille crémeuse, laissant sur la peau une empreinte inoubliable. Il est ADDICTIF !

#Impadia #BDKParfums

Hair @alexis.parente @ghdfrance 
📹 @timothemw",BDK PARFUMS,GraphVideo,instagram.com/p/DIO860WIEy8/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Je n’aurais jamais osé rêver d’une première fois comme celle-là en Autriche 😍 Pas de recap 2025 parce que si je devais en créer un je devrais aussi mettre les moments où j’ai pleuré, où j’ai appris les pertes d’êtres chers, les moments de doute, de peine, de souffrance, d’anxiété, de stress et de déception. Les moments où ça n’allait pas du tout pendant lesquels je me suis sentie impuissante face à ce dont je suis témoin dans mon cercle proche mais aussi et surtout dans le monde. Bref, la vie, la vraie, celle qu’on ne peut contrôler. 
Alors au lieu de ça je préfère poster l’un des derniers beaux moments de 2025 parce que quand on écoute une playlist aléatoire on a toujours le choix de terminer par la meilleure chanson, l’une de ses préférées. Ça fait toujours un peu d’ombre aux endroits les plus sombres de notre esprit🕯️
Bon réveillon les amis 🫶🏼love u. 

Merci @soldejaneiro d’avoir fait partie de mes moments de joie.",SOL DE JANEIRO,GraphVideo,instagram.com/p/DS7Cw3piCqL/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,Players of the season ❄️✨Vous avez prévu quoi demain soir ? Qui est dans ma team jeux de société en pyjama ?,,GraphSidecar,instagram.com/p/DS5AvoHCC1c/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Ne serait-ce pas la « je ne calcule personne et je mange mes chocolats devant tous les Harry Potter » season ? Je crois bien que si 👀🫣 

Doudoune @maisonalaia 
Ensemble @jacquemus x @nike 
Ensemble lounge blanc @lilysilk 
Cardigan rose @lisayangcollection 
Chapeau @chloe 
Brume 91 @soldejaneiro 
Sac @loropiana 

#winter #outfit #snowy",,GraphVideo,instagram.com/p/DSxH_FUiAUg/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Bon réveillon les amis ✨peu importe où vous êtes ou avec qui vous êtes, je vous souhaite d’avoir le cœur gonflé de bonheur.",,GraphSidecar,instagram.com/p/DSpUTVgCFzO/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Concours @ghdfrance ✨⭐️ 6 outils, 5 gagnants ! 
En tant qu’ambassadrice, chaque année j’aime vous faire gagner mes outils préférés ! Ceux dont je ne me passerai plus jamais ! Voici les lots à gagner :

1- Un coffret Deluxe édition limitée Noël 2025 contenant un lisseur Chronos et un sèche cheveux Helios (479€20)
2-Un coffret brosse soufflante Duet Blowdry édition limitée Noël (359€20)
3-Un Lisseur séchant Duet Style (429€)
4-Un boucleur Chnoros (249€)
5-Un Triple Waver (199€)

Pour participer :
⭐️Être abonné à mon compte et au compte de @ghdfrance 
⭐️Liker ce post
⭐️Commentez l’outil qui vous fait le plus rêver 

Vous avez jusqu’au 4 janvier inclus pour participer (vous pouvez participer une fois par jour) good luck les amis 🍀",GHD,GraphVideo,instagram.com/p/DSkhYyLiI8n/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Accessories & coat during winter >>> 
C’est quoi votre pièce favorite en hiver ❄️ ?

Manteau @magdabutrym 
Pull @toteme 
Gants @schiaparelli 
Bottes et lunettes @maisonalaia 
Sac @gucci",,GraphSidecar,instagram.com/p/DSiNlaiiDRD/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Collaboration commerciale | Luminous &Unstoppable ✨
La nouvelle gamme @soldejaneiro est enfin disponible ! 
🌸Un sillage floral envoûtant, légèrement sucré et doux à la fois ! La crème Rosa Charmosa hydrate intensément en restant légère sur la peau mais la petite nouveauté c’est qu’elle va illuminer votre peau grâce à son Crystal Peptide qui reflète la lumière 💎

Ps : les vidéos on été générées par ia à partir de photos que j’ai prises. 

#soldejaneiro #rosacharmosa",SOL DE JANEIRO,GraphSidecar,instagram.com/p/DSftklAjZq2/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Dreamy days with @soldejaneiro ❄️Ma première fois en Autriche, c’est magique ! On est ici pour le lancement de la nouvelle gamme Rosa Charmosa, un sillage floral fruité doux, sensuel et gourmand à la fois 🥰

Collaboration commerciale",SOL DE JANEIRO,GraphSidecar,instagram.com/p/DSaeDgJiHkV/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Collaboration commerciale 
@anastasiabeverlyhills un exemple, une sucess story de folie ! 25 ans après le lancement de son tout premier produit à sourcils, elle continue de m’épater avec ses jolies formules 😍

🎨Dans ses nouveautés, on a notamment la palette Embers qui est parfaite pour le quotidien mais également pour les occasions spéciales comme les fêtes ! Il y a aussi de jolis kits à placer sous le sapin. 

✨Tout est dispo chez @sephorafrance !

💄Produirs utilisés :
-Fond de teint Impeccable Blurring Second Skin Matte en teint 2N
-Crayon sourcils Brow Wiz teinte Ebony (dispo en kit aussi)
-Gel sourcils Brow Freeze Gel (dispo en kit aussi)
-Base paupières 
-Palette Embers
-Palette Spice (pour le fard brillant)
-Blush Stick Pink Dahlia (dispo en kit aussi)
-Rouge à lèvres Lip Velvet teinte Crush (dispo en kit aussi)
-Crayon à lèvres Deep Taupe
-Lip Gloss Amber Sparkle (dispo en kit aussi)

#abh #anastasiabeverlyhills #emberspalette #makeup #makeuptutorial",anastasiabeverlyhills,GraphVideo,instagram.com/p/DSIamAxCD__/,,false,sananas2106,instagram,,Cosmétiques / esthétique,true,,anastasiabeverlyhills,None,,,true
No title,"Le diable s’habille en @ysl 🖤
Vous pensez que si je garde tous les blushs ils vont s’en rendre compte ?..

Hair @alexis.parente @ghdfrance",Yves Saint Laurent,GraphSidecar,instagram.com/p/DSGYcxTiC3a/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Collaboration commerciale 
Team Gold ⚜️ou Argent 🔗 ? @maybelline a encore frappé avec la version Doré son mascara Sky High ! Après nous avoir fait craquer pour la teinte argent Space Diamond ils ont lancé la teinte Gold Glitz !

#makeup #maybellinefrance #glittermakeup #shimmer #sparkly",maybelline,GraphVideo,instagram.com/p/DR7S1v9CIVP/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Collaboration commerciale 
Holiday season with @givenchybeauty ✨
Produits utilisés :
Prisme Libre Pressed Powder teinte 2
L’Interdit Eau de Parfum
Le Rouge Velvet Matte teinte P09 et R37

#givenchybeauty  #givenchymakeup #givenchyfragrance",GIVENCHY,GraphVideo,instagram.com/p/DR46cWKiKkN/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,Cold season coat season 😍 Nouvelle vidéo en ligne sur ma chaîne Youtube !,,GraphSidecar,instagram.com/p/DRsC1GZiLpg/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,Combien sur 10 pour cette robe ? 😍 Le vlog de ce voyage arrive semaine pro !,,GraphSidecar,instagram.com/p/DRkn-UzCPO6/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Unposted from Cappadocia 🇹🇷 Devinez lequel était le vrai ? Réponse sur la dernière 🥰 

Full look @lilysilk 
Mocassins @loropiana 
Sac @ferragamo 
Lunettes @gucci",,GraphSidecar,instagram.com/p/DRcmHQYCIBY/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"La nouvelle collection de Noël @yvesrocherfr en édition limitée est enfin là et je l’aiiiiime comme tous les ans 🥰🎄

#yvesrocher #makeup #skincare",Yves Rocher,GraphVideo,instagram.com/p/DRPqiQ1iHqC/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Türkiye with @kayali 💎
Invitation 

Robe @normakamali 
Bijoux @theofficialpandora 
Mules @victoriabeckham 
Sac @chanelofficial",Kayali,GraphSidecar,instagram.com/p/DRFrp-1DZl3/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,Après lady in blue 😅 @jonathanmefre,,GraphVideo,instagram.com/p/DRDF4aICOQS/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"On l’attendait depuis des semaines … Le Make Me Blush teinte 44 d’ @yslbeauty est de retour !

Hair : @ghdfrance @alexis.parente 
Make Up : @yslbeauty 

#yslbeauty #makeup #makemeblush",Yves Saint Laurent,GraphVideo,instagram.com/p/DQzPQ8iCLTn/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Paradigme de @pradabeauty , un boisé ambré avec un cœur de géranium bourbon. John, il est temps de changer d’eau de parfum 😎 
C’est quoi le parfum signature de votre homme ?

#PradaParadigme #parfum #prada 

*Invitation*",Prada,GraphSidecar,instagram.com/p/DQof4JSiLpq/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Collaboration commerciale 
Choquée 😳 @lorealpro et @alexis.parente me transforment pour un concert avec le sèche-cheveux AirLight Pro à lumière infrarouge ! Vous aimez ?

#lorealpro #airlightpro",LOREAL,GraphVideo,instagram.com/p/DQgvop0iOH9/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Mood 🎃🍂Montréal tu m’as émerveillée mais tu m’as bien fait rire avec ton panneau Arrêt. Et ils disent « breuvages » pour boissons et « lumière » pour feu🚦 . Avec tout ça va demander ton chemin pour aller boire un verre ahah J’ai déjà hâte d’y retourner pour visiter plein de villes et faire les parcs nationaux ! Vous êtes déjà allés au Canada ? Je veux vos endroits préférés ! 
Pensée à tous les abonnés que j’ai croisés photo 6 (et à ceux que j’ai manqués 🥹🫶🏼).",,GraphSidecar,instagram.com/p/DQd36sjCHof/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Collaboration commerciale | Si vous avez des taches dûes à l’age, aux imperfections, au soleil … Cette gamme @laprovencale_fr est pour vous ! 

🎖️J’ai eu des résultats bluffants en même pas deux semaines grâce au sérum rénovateur de peau anti-taches Lumino-Correct qui est une innovation brevetée combinant 14% de Niacinamide ED et Biophénols d’olive noire.

🧬La peau est renouvelée, corrigée et sa lumière boostée en quelques jours et de façon prolongée afin d’anticiper les futures taches.

🫒Charte naturelle stricte avec 95% d’ingrédients d’origine naturelle minimum (les 5% restants servent à la stabilité et à la sensorialité) dont les olives noires cultivées en Provence. 

👩🏻‍🔬Testé sous contrôle dermatologique.

#skincare 
#luminocorrect",LAPROVENCALE,GraphVideo,instagram.com/p/DQRdOV6iI_X/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Merci Montréal, chez vous on a vraiment l’impression d’être chez soi 🫶🏼 Le Vlog est en ligne sur ma chaîne Youtube !
Ps : j’étais obligée de mettre Céline oui. 

Veste @thefrankieshop 
Chaussures @therow 
Sac @prada 
Lunettes @ysl",,GraphSidecar,instagram.com/p/DQL8ySTjQ80/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"@hauslabs a encore frappé avec son nouveau baume contouring ! Pigmenté mais facile à appliquer et à estomper c’est du bonheur ! Je vous montre comment je l’utilise pour deux effets d’optique différents.
📍Dispo en 9 teintes chez @sephorafrance 

#contouring #facesculpting #bronzer",Haus Labs,GraphVideo,instagram.com/p/DPy6QLjiOx8/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Mondays are for @demellierlondon #thetokyotote 
Collaboration commerciale*offert

The Tokyo tote bag @demellierlondon 
Top @victoriabeckham 
Jeans et lunettes @ysl 
Bottines @khaite_ny 
Veste cuir @massimodutti","demellierlondon ",GraphSidecar,instagram.com/p/DPwEfneCA10/,,false,sananas2106,instagram,,Accessoires,false,,None,None,,,false
No title,"@_aje_ à Pariiiis ! C’était sublime, les couleurs, les coupes, le layering ✨Obsessed #aje #pfw 

Invitation*

Look @_aje_ 
Hair @clotildehairstylist @ghdfrance 
📹 @loguiso",Aje,GraphVideo,instagram.com/p/DPmS1vnjb_h/,,false,sananas2106,instagram,,Vêtements,false,,None,None,,,false
No title,"@chanelofficial new era et j’aime ça ! Retour sur quelques uns de mes looks coup de cœur (ne me demandez pas de choisir)
#CHANELShow #CHANELSpringSummer #CHANEL

📷 @aurorefouchez_
Hair @clotildehairstylist @ghdfrance",CHANEL,GraphSidecar,instagram.com/p/DPjjT2iiFhi/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"J’étais cool assise sur un banc #CHANELSpringSummer
@chanelofficial 
Invitation*

📷 @aurorefouchez_
Hair @clotildehairstylist @ghdfrance",CHANEL,GraphSidecar,instagram.com/p/DPi-IhmCMiN/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Pincez-moi je vais à mon 1er défilé @chanelofficial ! Let’s get ready 🖤
Look Collection Métiers d’Art 2024/25*

#CHANELSpringSummer2026 #CHANEL

Look Chanel
Coiffure @clotildehairstylist @ghdfrance",CHANEL,GraphVideo,instagram.com/p/DPgu0bZCLvf/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Ma première fois au Canada 🍁 Obligée d’assortir mon ensemble @victoriabeckham aux feuilles d’érable !

Ps : je suis de retour à la maison mais je vais vous poster quelques photos en attendant le vlog 🥰",,GraphSidecar,instagram.com/p/DPb8wmdCIWB/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Nude in the city 🍎Me promener en culotte dans NY : Check. 

📷 @aurorefouchez_",,GraphSidecar,instagram.com/p/DPY2o6eiMa9/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"AD MELIORA ✨Le meilleur est à venir. C’est ce que me dit toujours ma maman et ce depuis petite. Tu es là où tu es destinée à être, profite du voyage, ne pense pas à l’arrivée. Je t’aime maman merci de m’avoir laissée rêver et espérer visiter le monde. Tu es le plus précieux des Talismans 💎

@theofficialpandora | Collaboration commerciale 
#pandoratalisman

📸 @aurorefouchez_",PANDORA,GraphSidecar,instagram.com/p/DPV-kjzCKD4/,,false,sananas2106,instagram,,Accessoires,false,,None,None,,,false
No title,"Le Chanel 25 small en daim couleur🫒 a eu mon cœur ! J’adore la versatilité de ce modèle mais j’avoue qu’en cuir lisse il ne me faisait pas de l’œil ! Puis je l’ai vu en daim couleur olive et marron … Une version elevate à mes yeux 😍

#chanel25 @chanelofficial",CHANEL,GraphVideo,instagram.com/p/DPT7UCuCAKo/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"@chanel.beauty tu m’as offert deux belles vues ce soir 👀la première et la dernière 
Invitation*",CHANEL,GraphSidecar,instagram.com/p/DPRVRp0CMaC/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,Heureuse d’être à tes côtés pour enterrer ta 20aine mon Richard 🥹🫶🏼 Anna m’a forcée pour la dernière. Vu qu’elle n’a pas pu être là elle m’a obligée à faire un montage 😭,,GraphSidecar,instagram.com/p/DPOxGjMiFs3/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Here for the 20’s @richaard2609 funeral in NYC 😍 Des produits @erborian partout où rien !|publicité*

Photos : @aurorefouchez_",ERBORIAN,GraphSidecar,instagram.com/p/DPMtzZiiCWa/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Aujourd’hui, on vous emmène découvrir les coulisses de Sephora ! On a rencontré des équipes passionnées qui recrutent partout en France. 
Le 21 octobre à Paris, participez au Sephora Dating pour échanger directement avec elles, et découvrez les nombreuses offres disponibles en CDI & CDD. 

#Sephora #Recrutement #Carrières @sephorafrance",SEPHORA,GraphVideo,instagram.com/p/DPMTwxLiFu6/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Ever since I was a kid, I been legit 🏴‍☠️J’ai volé le sac de Richard ça matchait bien ! Je devrais le garder 👀on est d’accord ? 
PS : nouvelle vidéo YouTube en ligne !",,GraphSidecar,instagram.com/p/DO3B9djCLqJ/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,C’est trop farfelu parfois … je suis la seule ?,,GraphVideo,instagram.com/p/DOyhVFKiGzb/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Flawless is a feeling 😎yasss Queen @charlottetilbury ! Merci de m’avoir invitée et d’avoir réalisé un kiff de petite fille qui regardait la Star Academy en rêvant de chanter comme @jeniferofficiel ! Fière d’enfin voir une belle femme Française talentueuse en tant qu’égérie de la nouvelle campagne Airbrush Flawless !

PS : Je précise que je n’ai pas retouché mes photos et que ce Make up de fou est en ligne sur ma chaîne YouTube 🥰",Charlotte Tilbury,GraphSidecar,instagram.com/p/DOwIzK_iPwA/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"François Nars a eu la vision dans les années 90 😎. Il a inventé The Multiple, un produit que tout le monde s’arrache toujours même 30 ans plus tard. Il n’avait pas le temps, il enchainait les couvertures de grands magazines avec sa make up signature : monochrome, minimaliste et efficace. Il utilisait l’un de ses 12 premiers rouges à lèvres pour les réaliser jusqu’en 1996 où The Multiple est officiellement né. Ce produit révolutionnaire a été proposé à la vente pour faciliter le quotidien des gens qui voulaient « tout faire » avec un seul produit sans faire l’impasse sur le rendu et la tenue. 
@narsissist a toujours été avant-gardiste en nous prouvant encore aujourd’hui que même la crème de la crème (dans tous les sens du terme) peut toujours être améliorée. Ce produit iconique revient dans 12 teintes pigmentées, faciles à appliquer grâce à la formule crème poudrée et plus tenace que jamais avec ses 16 heures de tenues sur les joues. 
⚠️Warning ! On devient vite accroc à cet incontournable car il s’utilise aussi sur les yeux et les lèvres. La crème se transorme en poudre donc il s’applique en quelques secondes chrono !

🖤12 teintes dispo sur le site de Nars et 8 chez @sephorafrance 

#narsissist #narsthemultiple",NARS,GraphVideo,instagram.com/p/DOeJE8NiLkQ/,narsissist,true,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Est-ce que j’ai volé le caleçon @poloralphlauren de John pour le concert de Drake ? Maybe 👀

Merci pour ce moment @ralphlaurenfragrances !

📸 @iulia_matei",Ralph Lauren,GraphSidecar,instagram.com/p/DOZDlx1CPll/,,false,sananas2106,instagram,,Vêtements,false,,None,None,,,false
No title,On n’est pas en septembre et il ne pleut pas. On est en juillet et je suis en maillot. Déni total ! Mais bonne rentrée quand même 🥹🫶🏼 alors ce premier jour ?,,GraphSidecar,instagram.com/p/DOEbDoViEta/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"J’ai essayé @louisvuitton Beauty sous la Direction Créative de the one and only Queen @patmcgrathreal ! Vous en pensez quoi vous ?
#LVBeauty",Louis Vuitton,GraphVideo,instagram.com/p/DN6BAOmiBci/,,false,sananas2106,instagram,,Accessoires,false,,None,None,,,false
No title,"Hi 🌸Un petit coucou par ici. Qu’est ce que vous faites de votre été ? Vous êtes où ? Racontez moi tout ! Je suis vraiment heureuse de prendre du temps pour moi à la maison tout ce mois d’août, ça fait du bien 🥰
PS : oui il y aura une vidéo tri sur ma chaîne Youtube !",,GraphSidecar,instagram.com/p/DNqjFPzI06r/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Vacances j’oublie tout 🩵💙C’était si beau Mykonos ! Si j’avais un super pouvoir ce serait de me téléporter je crois et vous ?

Maillot @eres offert 
Lunettes @celine 
Jupe de plage @hm 

*Invitation*",Soho Roc House Mykonos,GraphSidecar,instagram.com/p/DM7waP9IzWs/,,false,sananas2106,instagram,,Hôtel,false,,None,None,,,false
No title,L’avion en 2030 il parait 🫣on a besoin de 1000 likes pour décoller svp,,GraphVideo,instagram.com/p/DMvSEg7oiSE/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Serving main character energy 🤍La voiture de Barbie dont j’ai toujours rêvée 🥹(et vive le scotch double face en fait).

@narsissist Make Up look signature by @muamathieu @meta.dali 💄

Robe @ysl 

Collaboration commerciale *invitation*",NARS,GraphSidecar,instagram.com/p/DMsc5nnI9-0/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,My dancing Queens 👯‍♀️Devinez le nombre de prise avant d’avoir la bonne 😂,,GraphVideo,instagram.com/p/DMqPbRsIUmq/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Bref, une plage privée, des fous rires, des danses et des frisottis !🛥️🌊Pinch me @narsissist 🥹Tout est parfait !

Full look @emiliopucci 
Collaboration commerciale *invitation*",NARS,GraphSidecar,instagram.com/p/DMn08ZDIspx/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"5 façons de porter un foulard ! Sur la tête ou en top j’adore ces astuces 👌🏻Vous préférez laquelle ? 

ps : je viens de poster le tuto de ce make Up sur Tiktok 😘

Full look @emiliopucci 
Bikini @fellaswim 
Lunettes @bottegavenetaworld",,GraphVideo,instagram.com/p/DMk0R3SI582/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Des paysages plein les yeux et des fous rires contagieux. Merci @narsissist 🫶🏼cette première fois à Mykonos pour moi était magique !
Collaboration commerciale",NARS,GraphSidecar,instagram.com/p/DMkF0sJoqLx/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Je ris encore 🤣.
Les chtis à Mykonos .
Qui est le plus crédible dans cette TV REAL ?
Sanaa ? Louise ? Manon ? Samia ? Nabil ?
Vote pour ton candidat pref 😆.",,GraphVideo,instagram.com/p/DMiSN3Vsakk/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Collaboration commerciale| Vous pensez quoi de la nouvelle gamme Peach glaze @olehenriksen 🍑 dispo chez @sephorafrance ? Le cocktail parfait avec de la Vitamine C, de la Niacinamide et de la pêche ! 🍹
🎁5 lots à gagner ! Pour participer au concours :
1-Etre abonné à mon compte instagram
2-Liker ce Reel 
3-Commentez ce que vous voulez en ajoutant l’emoji 🍑 !

Vous avez jusqu’au 27 juillet pour participer ! Les gagnants seront contactés par DM ! Good luck 💕",olehenriksen,GraphVideo,instagram.com/p/DMQV56IIMDa/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Little paradise 🌈🍸 @chanel.beauty 
Invitation 

#ChanelSummerClub",CHANEL,GraphSidecar,instagram.com/p/DMNyPqgIYCv/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"De l’eau oui. Mais de l’eau CHANEL 😎 
ps : j’ai failli la boire avec que c’était de la déco 🥹

#ChanelSummerClub",CHANEL,GraphVideo,instagram.com/p/DMLQctCI6cW/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Collaboration commerciale| « You look happier » Thank you it’s @chanel.beauty @chanelofficial 🥰
#ChanelSummerClub #ChanelMakeup #Chanel",CHANEL,GraphSidecar,instagram.com/p/DMGRKnUIxOk/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
